Order ID,Product,Quantity Ordered,Price Each,Order Date,Purchase Address,Months,Sales,City,Time (Hour),Minutes,Grouped Products
315829,Lightning Charging Cable,1,14.95,2019-12-18 15:12:00,"904 Lincoln St, Seattle, WA 98101",12,14.95, Seattle (WA),15,12,"iPhone,Lightning Charging Cable"
315841,Apple Airpods Headphones,1,150.0,2019-12-31 07:05:00,"719 Lake St, Dallas, TX 75001",12,150.0, Dallas (TX),7,5,"iPhone,Apple Airpods Headphones,Wired Headphones"
315841,Wired Headphones,1,11.99,2019-12-31 07:05:00,"719 Lake St, Dallas, TX 75001",12,11.99, Dallas (TX),7,5,"iPhone,Apple Airpods Headphones,Wired Headphones"
315868,USB-C Charging Cable,1,11.95,2019-12-23 18:30:00,"295 Center St, Atlanta, GA 30301",12,11.95, Atlanta (GA),18,30,"Lightning Charging Cable,USB-C Charging Cable"
315887,USB-C Charging Cable,1,11.95,2019-12-05 16:16:00,"650 Dogwood St, Dallas, TX 75001",12,11.95, Dallas (TX),16,16,"Lightning Charging Cable,USB-C Charging Cable"
315903,Bose SoundSport Headphones,1,99.99,2019-12-08 18:59:00,"171 Wilson St, Austin, TX 73301",12,99.99, Austin (TX),18,59,"AA Batteries (4-pack),Bose SoundSport Headphones"
315930,AAA Batteries (4-pack),1,2.99,2019-12-27 16:20:00,"487 Spruce St, Austin, TX 73301",12,2.99, Austin (TX),16,20,"Bose SoundSport Headphones,AAA Batteries (4-pack)"
315950,Wired Headphones,1,11.99,2019-12-24 13:02:00,"542 Adams St, Atlanta, GA 30301",12,11.99, Atlanta (GA),13,2,"iPhone,Wired Headphones"
315955,ThinkPad Laptop,1,999.99,2019-12-26 17:28:00,"588 Chestnut St, Seattle, WA 98101",12,999.99, Seattle (WA),17,28,"ThinkPad Laptop,ThinkPad Laptop"
315962,27in FHD Monitor,1,149.99,2019-12-08 10:01:00,"293 Church St, Seattle, WA 98101",12,149.99, Seattle (WA),10,1,"Wired Headphones,27in FHD Monitor"
315975,USB-C Charging Cable,1,11.95,2019-12-21 12:16:00,"371 Chestnut St, New York City, NY 10001",12,11.95, New York City (NY),12,16,"Google Phone,USB-C Charging Cable"
316012,34in Ultrawide Monitor,1,379.99,2019-12-16 00:13:00,"471 Dogwood St, Boston, MA 02215",12,379.99, Boston (MA),0,13,"Wired Headphones,34in Ultrawide Monitor"
316017,27in FHD Monitor,1,149.99,2019-12-23 19:30:00,"288 Cedar St, Los Angeles, CA 90001",12,149.99, Los Angeles (CA),19,30,"AAA Batteries (4-pack),27in FHD Monitor"
316073,USB-C Charging Cable,1,11.95,2019-12-08 11:57:00,"776 Forest St, Atlanta, GA 30301",12,11.95, Atlanta (GA),11,57,"AA Batteries (4-pack),USB-C Charging Cable"
316077,USB-C Charging Cable,1,11.95,2019-12-08 00:41:00,"562 North St, San Francisco, CA 94016",12,11.95, San Francisco (CA),0,41,"Google Phone,USB-C Charging Cable"
316106,Apple Airpods Headphones,1,150.0,2019-12-19 21:02:00,"438 8th St, New York City, NY 10001",12,150.0, New York City (NY),21,2,"Wired Headphones,Apple Airpods Headphones"
316133,ThinkPad Laptop,1,999.99,2019-12-25 19:43:00,"7 6th St, Portland, OR 97035",12,999.99, Portland (OR),19,43,"27in 4K Gaming Monitor,ThinkPad Laptop"
316173,AAA Batteries (4-pack),1,2.99,2019-12-22 22:44:00,"907 Sunset St, Portland, OR 97035",12,2.99, Portland (OR),22,44,"AAA Batteries (4-pack),AAA Batteries (4-pack)"
316200,Apple Airpods Headphones,1,150.0,2019-12-23 19:24:00,"934 Maple St, San Francisco, CA 94016",12,150.0, San Francisco (CA),19,24,"iPhone,Apple Airpods Headphones"
316205,Wired Headphones,1,11.99,2019-12-18 21:29:00,"253 Center St, Boston, MA 02215",12,11.99, Boston (MA),21,29,"iPhone,Wired Headphones"
316221,Apple Airpods Headphones,1,150.0,2019-12-19 15:23:00,"361 North St, San Francisco, CA 94016",12,150.0, San Francisco (CA),15,23,"iPhone,Apple Airpods Headphones,Wired Headphones"
316221,Wired Headphones,1,11.99,2019-12-19 15:23:00,"361 North St, San Francisco, CA 94016",12,11.99, San Francisco (CA),15,23,"iPhone,Apple Airpods Headphones,Wired Headphones"
316298,AA Batteries (4-pack),1,3.84,2019-12-28 15:56:00,"17 Washington St, San Francisco, CA 94016",12,3.84, San Francisco (CA),15,56,"Wired Headphones,AA Batteries (4-pack)"
316301,USB-C Charging Cable,1,11.95,2019-12-30 19:13:00,"585 9th St, San Francisco, CA 94016",12,11.95, San Francisco (CA),19,13,"Vareebadd Phone,USB-C Charging Cable"
316334,Apple Airpods Headphones,1,150.0,2019-12-04 23:42:00,"621 Cherry St, New York City, NY 10001",12,150.0, New York City (NY),23,42,"Wired Headphones,Apple Airpods Headphones"
316411,27in FHD Monitor,1,149.99,2019-12-15 15:19:00,"182 11th St, New York City, NY 10001",12,149.99, New York City (NY),15,19,"Lightning Charging Cable,27in FHD Monitor"
316412,Lightning Charging Cable,1,14.95,2019-12-06 12:12:00,"140 River St, Los Angeles, CA 90001",12,14.95, Los Angeles (CA),12,12,"iPhone,Lightning Charging Cable,Apple Airpods Headphones"
316412,Apple Airpods Headphones,1,150.0,2019-12-06 12:12:00,"140 River St, Los Angeles, CA 90001",12,150.0, Los Angeles (CA),12,12,"iPhone,Lightning Charging Cable,Apple Airpods Headphones"
316416,Lightning Charging Cable,2,14.95,2019-12-07 16:47:00,"177 North St, San Francisco, CA 94016",12,29.9, San Francisco (CA),16,47,"AA Batteries (4-pack),Lightning Charging Cable"
316419,AA Batteries (4-pack),1,3.84,2019-12-04 05:44:00,"524 Spruce St, San Francisco, CA 94016",12,3.84, San Francisco (CA),5,44,"USB-C Charging Cable,AA Batteries (4-pack)"
316423,AAA Batteries (4-pack),1,2.99,2019-12-30 23:22:00,"965 Lake St, New York City, NY 10001",12,2.99, New York City (NY),23,22,"iPhone,AAA Batteries (4-pack)"
316431,USB-C Charging Cable,1,11.95,2019-12-18 11:36:00,"674 Ridge St, Portland, ME 04101",12,11.95, Portland (ME),11,36,"Vareebadd Phone,USB-C Charging Cable"
316445,Lightning Charging Cable,1,14.95,2019-12-29 13:58:00,"252 Hill St, San Francisco, CA 94016",12,14.95, San Francisco (CA),13,58,"iPhone,Lightning Charging Cable"
316476,Lightning Charging Cable,1,14.95,2019-12-21 11:17:00,"316 Walnut St, Portland, OR 97035",12,14.95, Portland (OR),11,17,"iPhone,Lightning Charging Cable"
316477,Lightning Charging Cable,1,14.95,2019-12-20 10:01:00,"616 Walnut St, Austin, TX 73301",12,14.95, Austin (TX),10,1,"iPhone,Lightning Charging Cable"
316536,AAA Batteries (4-pack),1,2.99,2019-12-29 15:36:00,"89 Chestnut St, San Francisco, CA 94016",12,2.99, San Francisco (CA),15,36,"27in FHD Monitor,AAA Batteries (4-pack)"
316550,USB-C Charging Cable,1,11.95,2019-12-04 22:08:00,"293 Park St, Boston, MA 02215",12,11.95, Boston (MA),22,8,"Google Phone,USB-C Charging Cable"
316584,Wired Headphones,1,11.99,2019-12-17 21:45:00,"512 11th St, New York City, NY 10001",12,11.99, New York City (NY),21,45,"Google Phone,Wired Headphones"
316610,USB-C Charging Cable,1,11.95,2019-12-06 18:12:00,"642 2nd St, Los Angeles, CA 90001",12,11.95, Los Angeles (CA),18,12,"Vareebadd Phone,USB-C Charging Cable,Wired Headphones"
316610,Wired Headphones,1,11.99,2019-12-06 18:12:00,"642 2nd St, Los Angeles, CA 90001",12,11.99, Los Angeles (CA),18,12,"Vareebadd Phone,USB-C Charging Cable,Wired Headphones"
316615,USB-C Charging Cable,1,11.95,2019-12-04 00:09:00,"690 6th St, Atlanta, GA 30301",12,11.95, Atlanta (GA),0,9,"Google Phone,USB-C Charging Cable"
316616,Apple Airpods Headphones,1,150.0,2019-12-21 08:55:00,"379 Lake St, San Francisco, CA 94016",12,150.0, San Francisco (CA),8,55,"iPhone,Apple Airpods Headphones"
316682,Google Phone,1,600.0,2019-12-25 18:02:00,"505 5th St, Atlanta, GA 30301",12,600.0, Atlanta (GA),18,2,"USB-C Charging Cable,Google Phone"
316706,Flatscreen TV,1,300.0,2019-12-05 20:32:00,"851 Jefferson St, Boston, MA 02215",12,300.0, Boston (MA),20,32,"AA Batteries (4-pack),Flatscreen TV"
316755,27in 4K Gaming Monitor,1,389.99,2019-12-25 20:35:00,"892 Ridge St, San Francisco, CA 94016",12,389.99, San Francisco (CA),20,35,"Wired Headphones,27in 4K Gaming Monitor"
316774,Lightning Charging Cable,1,14.95,2019-12-26 16:07:00,"931 West St, Los Angeles, CA 90001",12,14.95, Los Angeles (CA),16,7,"iPhone,Lightning Charging Cable"
316783,USB-C Charging Cable,1,11.95,2019-12-05 00:50:00,"376 Center St, Dallas, TX 75001",12,11.95, Dallas (TX),0,50,"AAA Batteries (4-pack),USB-C Charging Cable"
316785,iPhone,1,700.0,2019-12-19 12:50:00,"280 Forest St, San Francisco, CA 94016",12,700.0, San Francisco (CA),12,50,"Bose SoundSport Headphones,iPhone"
316821,ThinkPad Laptop,1,999.99,2019-12-11 14:36:00,"586 Pine St, Atlanta, GA 30301",12,999.99, Atlanta (GA),14,36,"Lightning Charging Cable,ThinkPad Laptop"
316861,Apple Airpods Headphones,1,150.0,2019-12-04 21:33:00,"638 Highland St, San Francisco, CA 94016",12,150.0, San Francisco (CA),21,33,"iPhone,Apple Airpods Headphones"
316874,Wired Headphones,1,11.99,2019-12-29 00:02:00,"613 Walnut St, Portland, OR 97035",12,11.99, Portland (OR),0,2,"Vareebadd Phone,Wired Headphones"
316878,USB-C Charging Cable,1,11.95,2019-12-03 12:51:00,"378 Madison St, Dallas, TX 75001",12,11.95, Dallas (TX),12,51,"Google Phone,USB-C Charging Cable"
316886,USB-C Charging Cable,1,11.95,2019-12-22 19:38:00,"785 South St, San Francisco, CA 94016",12,11.95, San Francisco (CA),19,38,"Google Phone,USB-C Charging Cable"
316899,27in 4K Gaming Monitor,1,389.99,2019-12-08 19:57:00,"708 Willow St, San Francisco, CA 94016",12,389.99, San Francisco (CA),19,57,"Bose SoundSport Headphones,27in 4K Gaming Monitor"
316935,USB-C Charging Cable,2,11.95,2019-12-27 11:42:00,"550 Washington St, San Francisco, CA 94016",12,23.9, San Francisco (CA),11,42,"Google Phone,USB-C Charging Cable"
316992,AA Batteries (4-pack),1,3.84,2019-12-16 07:44:00,"206 River St, Seattle, WA 98101",12,3.84, Seattle (WA),7,44,"Google Phone,AA Batteries (4-pack)"
317004,Lightning Charging Cable,1,14.95,2019-12-16 18:14:00,"748 Chestnut St, Dallas, TX 75001",12,14.95, Dallas (TX),18,14,"iPhone,Lightning Charging Cable"
317025,Wired Headphones,1,11.99,2019-12-14 05:25:00,"601 Wilson St, Boston, MA 02215",12,11.99, Boston (MA),5,25,"Apple Airpods Headphones,Wired Headphones"
317059,Wired Headphones,1,11.99,2019-12-30 16:55:00,"148 Walnut St, Portland, OR 97035",12,11.99, Portland (OR),16,55,"AAA Batteries (4-pack),Wired Headphones"
317076,Apple Airpods Headphones,1,150.0,2019-12-09 10:12:00,"936 Jackson St, Seattle, WA 98101",12,150.0, Seattle (WA),10,12,"AA Batteries (4-pack),Apple Airpods Headphones"
317077,USB-C Charging Cable,1,11.95,2019-12-12 07:17:00,"383 Hickory St, Los Angeles, CA 90001",12,11.95, Los Angeles (CA),7,17,"34in Ultrawide Monitor,USB-C Charging Cable"
317170,USB-C Charging Cable,1,11.95,2019-12-01 12:04:00,"944 7th St, San Francisco, CA 94016",12,11.95, San Francisco (CA),12,4,"Google Phone,USB-C Charging Cable"
317179,Macbook Pro Laptop,1,1700.0,2019-12-29 08:15:00,"773 Maple St, San Francisco, CA 94016",12,1700.0, San Francisco (CA),8,15,"Wired Headphones,Macbook Pro Laptop"
317191,Lightning Charging Cable,1,14.95,2019-12-01 21:42:00,"110 Lake St, Atlanta, GA 30301",12,14.95, Atlanta (GA),21,42,"Macbook Pro Laptop,Lightning Charging Cable"
317234,Bose SoundSport Headphones,1,99.99,2019-12-22 22:24:00,"21 Park St, San Francisco, CA 94016",12,99.99, San Francisco (CA),22,24,"Google Phone,Bose SoundSport Headphones"
317248,Bose SoundSport Headphones,1,99.99,2019-12-18 08:30:00,"751 12th St, San Francisco, CA 94016",12,99.99, San Francisco (CA),8,30,"Google Phone,Bose SoundSport Headphones"
317258,Apple Airpods Headphones,1,150.0,2019-12-11 16:10:00,"573 Madison St, New York City, NY 10001",12,150.0, New York City (NY),16,10,"iPhone,Apple Airpods Headphones"
317280,USB-C Charging Cable,1,11.95,2019-12-17 19:10:00,"56 Highland St, San Francisco, CA 94016",12,11.95, San Francisco (CA),19,10,"AAA Batteries (4-pack),USB-C Charging Cable"
317302,USB-C Charging Cable,2,11.95,2019-12-23 19:12:00,"713 Park St, Austin, TX 73301",12,23.9, Austin (TX),19,12,"Google Phone,USB-C Charging Cable"
317320,Wired Headphones,1,11.99,2019-12-06 21:02:00,"495 Lincoln St, Los Angeles, CA 90001",12,11.99, Los Angeles (CA),21,2,"iPhone,Wired Headphones"
317328,USB-C Charging Cable,1,11.95,2019-12-03 15:43:00,"559 River St, San Francisco, CA 94016",12,11.95, San Francisco (CA),15,43,"Vareebadd Phone,USB-C Charging Cable"
317350,USB-C Charging Cable,1,11.95,2019-12-22 22:29:00,"396 Dogwood St, Boston, MA 02215",12,11.95, Boston (MA),22,29,"Google Phone,USB-C Charging Cable"
317390,Wired Headphones,1,11.99,2019-12-20 18:41:00,"668 Spruce St, Portland, OR 97035",12,11.99, Portland (OR),18,41,"iPhone,Wired Headphones"
317427,Apple Airpods Headphones,1,150.0,2019-12-12 21:07:00,"435 Willow St, San Francisco, CA 94016",12,150.0, San Francisco (CA),21,7,"iPhone,Apple Airpods Headphones"
317441,USB-C Charging Cable,1,11.95,2019-12-03 10:42:00,"513 Elm St, Boston, MA 02215",12,11.95, Boston (MA),10,42,"Vareebadd Phone,USB-C Charging Cable,Wired Headphones"
317441,Wired Headphones,1,11.99,2019-12-03 10:42:00,"513 Elm St, Boston, MA 02215",12,11.99, Boston (MA),10,42,"Vareebadd Phone,USB-C Charging Cable,Wired Headphones"
317454,Lightning Charging Cable,1,14.95,2019-12-28 05:26:00,"564 Dogwood St, Austin, TX 73301",12,14.95, Austin (TX),5,26,"iPhone,Lightning Charging Cable"
317505,USB-C Charging Cable,1,11.95,2019-12-28 19:03:00,"329 Hill St, Boston, MA 02215",12,11.95, Boston (MA),19,3,"Vareebadd Phone,USB-C Charging Cable"
317515,Wired Headphones,1,11.99,2019-12-05 18:46:00,"252 Ridge St, Los Angeles, CA 90001",12,11.99, Los Angeles (CA),18,46,"iPhone,Wired Headphones"
317530,Wired Headphones,1,11.99,2019-12-13 11:57:00,"731 Walnut St, San Francisco, CA 94016",12,11.99, San Francisco (CA),11,57,"iPhone,Wired Headphones"
317554,Bose SoundSport Headphones,1,99.99,2019-12-16 15:15:00,"136 Main St, Austin, TX 73301",12,99.99, Austin (TX),15,15,"Google Phone,Bose SoundSport Headphones"
317667,Wired Headphones,1,11.99,2019-12-13 22:45:00,"274 Spruce St, New York City, NY 10001",12,11.99, New York City (NY),22,45,"Vareebadd Phone,Wired Headphones"
317678,USB-C Charging Cable,1,11.95,2019-12-01 14:32:00,"494 Lakeview St, New York City, NY 10001",12,11.95, New York City (NY),14,32,"Google Phone,USB-C Charging Cable"
317679,Wired Headphones,1,11.99,2019-12-23 11:21:00,"676 Cedar St, Dallas, TX 75001",12,11.99, Dallas (TX),11,21,"iPhone,Wired Headphones"
317694,AAA Batteries (4-pack),1,2.99,2019-12-29 18:42:00,"751 Adams St, Seattle, WA 98101",12,2.99, Seattle (WA),18,42,"USB-C Charging Cable,AAA Batteries (4-pack)"
317705,Apple Airpods Headphones,1,150.0,2019-12-10 09:17:00,"216 Elm St, New York City, NY 10001",12,150.0, New York City (NY),9,17,"27in FHD Monitor,Apple Airpods Headphones"
317716,Bose SoundSport Headphones,1,99.99,2019-12-02 19:28:00,"80 Lake St, San Francisco, CA 94016",12,99.99, San Francisco (CA),19,28,"Google Phone,Bose SoundSport Headphones"
317746,Apple Airpods Headphones,1,150.0,2019-12-28 13:27:00,"522 12th St, Los Angeles, CA 90001",12,150.0, Los Angeles (CA),13,27,"iPhone,Apple Airpods Headphones"
317757,Wired Headphones,1,11.99,2019-12-28 13:32:00,"163 Chestnut St, San Francisco, CA 94016",12,11.99, San Francisco (CA),13,32,"iPhone,Wired Headphones"
317789,Lightning Charging Cable,1,14.95,2019-12-22 12:33:00,"343 5th St, New York City, NY 10001",12,14.95, New York City (NY),12,33,"iPhone,Lightning Charging Cable"
317814,27in 4K Gaming Monitor,1,389.99,2019-12-26 21:57:00,"748 Dogwood St, Dallas, TX 75001",12,389.99, Dallas (TX),21,57,"USB-C Charging Cable,27in 4K Gaming Monitor"
317918,Lightning Charging Cable,1,14.95,2019-12-24 15:30:00,"409 Madison St, Los Angeles, CA 90001",12,14.95, Los Angeles (CA),15,30,"iPhone,Lightning Charging Cable"
317934,AA Batteries (4-pack),1,3.84,2019-12-24 06:52:00,"317 Dogwood St, Atlanta, GA 30301",12,3.84, Atlanta (GA),6,52,"ThinkPad Laptop,AA Batteries (4-pack)"
317971,AA Batteries (4-pack),1,3.84,2019-12-17 18:39:00,"250 Chestnut St, San Francisco, CA 94016",12,3.84, San Francisco (CA),18,39,"AA Batteries (4-pack),AA Batteries (4-pack)"
318075,ThinkPad Laptop,1,999.99,2019-12-27 21:40:00,"690 Jackson St, Portland, OR 97035",12,999.99, Portland (OR),21,40,"AAA Batteries (4-pack),ThinkPad Laptop"
318099,Lightning Charging Cable,1,14.95,2019-12-19 09:39:00,"766 Lakeview St, Austin, TX 73301",12,14.95, Austin (TX),9,39,"iPhone,Lightning Charging Cable"
318144,USB-C Charging Cable,1,11.95,2019-12-11 17:21:00,"31 7th St, Los Angeles, CA 90001",12,11.95, Los Angeles (CA),17,21,"Google Phone,USB-C Charging Cable"
318153,Apple Airpods Headphones,1,150.0,2019-12-30 10:05:00,"539 Johnson St, Los Angeles, CA 90001",12,150.0, Los Angeles (CA),10,5,"iPhone,Apple Airpods Headphones"
318206,Wired Headphones,1,11.99,2019-12-04 21:38:00,"974 Johnson St, Los Angeles, CA 90001",12,11.99, Los Angeles (CA),21,38,"Google Phone,Wired Headphones"
318216,Lightning Charging Cable,1,14.95,2019-12-12 12:56:00,"545 Jefferson St, San Francisco, CA 94016",12,14.95, San Francisco (CA),12,56,"iPhone,Lightning Charging Cable"
318219,Flatscreen TV,1,300.0,2019-12-18 19:49:00,"332 Dogwood St, New York City, NY 10001",12,300.0, New York City (NY),19,49,"Bose SoundSport Headphones,Flatscreen TV"
318229,Lightning Charging Cable,1,14.95,2019-12-13 06:39:00,"529 Hickory St, Dallas, TX 75001",12,14.95, Dallas (TX),6,39,"iPhone,Lightning Charging Cable"
318238,iPhone,1,700.0,2019-12-26 11:41:00,"219 Church St, Los Angeles, CA 90001",12,700.0, Los Angeles (CA),11,41,"34in Ultrawide Monitor,iPhone"
318242,USB-C Charging Cable,1,11.95,2019-12-14 14:06:00,"331 West St, New York City, NY 10001",12,11.95, New York City (NY),14,6,"Google Phone,USB-C Charging Cable"
318259,Wired Headphones,1,11.99,2019-12-22 21:20:00,"156 9th St, San Francisco, CA 94016",12,11.99, San Francisco (CA),21,20,"Vareebadd Phone,Wired Headphones"
318296,AAA Batteries (4-pack),2,2.99,2019-12-22 08:32:00,"641 7th St, Dallas, TX 75001",12,5.98, Dallas (TX),8,32,"Wired Headphones,AAA Batteries (4-pack)"
318408,USB-C Charging Cable,1,11.95,2019-12-24 12:40:00,"305 1st St, Boston, MA 02215",12,11.95, Boston (MA),12,40,"Vareebadd Phone,USB-C Charging Cable"
318421,Macbook Pro Laptop,1,1700.0,2019-12-23 20:58:00,"126 8th St, New York City, NY 10001",12,1700.0, New York City (NY),20,58,"USB-C Charging Cable,Macbook Pro Laptop"
318438,USB-C Charging Cable,1,11.95,2019-12-07 12:40:00,"452 9th St, Dallas, TX 75001",12,11.95, Dallas (TX),12,40,"Wired Headphones,USB-C Charging Cable"
318443,USB-C Charging Cable,1,11.95,2019-12-11 07:34:00,"607 Chestnut St, San Francisco, CA 94016",12,11.95, San Francisco (CA),7,34,"Google Phone,USB-C Charging Cable"
318445,AA Batteries (4-pack),1,3.84,2019-12-22 10:52:00,"780 Ridge St, Boston, MA 02215",12,3.84, Boston (MA),10,52,"Google Phone,AA Batteries (4-pack)"
318453,Lightning Charging Cable,1,14.95,2019-12-18 12:07:00,"462 Wilson St, Austin, TX 73301",12,14.95, Austin (TX),12,7,"iPhone,Lightning Charging Cable"
318458,Apple Airpods Headphones,1,150.0,2019-12-31 20:33:00,"693 4th St, New York City, NY 10001",12,150.0, New York City (NY),20,33,"iPhone,Apple Airpods Headphones"
318512,AA Batteries (4-pack),1,3.84,2019-12-14 20:08:00,"732 Maple St, Los Angeles, CA 90001",12,3.84, Los Angeles (CA),20,8,"AAA Batteries (4-pack),AA Batteries (4-pack)"
318542,Wired Headphones,1,11.99,2019-12-10 13:31:00,"937 Lake St, Atlanta, GA 30301",12,11.99, Atlanta (GA),13,31,"iPhone,Wired Headphones"
318564,Bose SoundSport Headphones,1,99.99,2019-12-04 18:13:00,"754 Cherry St, Atlanta, GA 30301",12,99.99, Atlanta (GA),18,13,"Vareebadd Phone,Bose SoundSport Headphones"
318584,iPhone,1,700.0,2019-12-05 20:54:00,"770 6th St, Austin, TX 73301",12,700.0, Austin (TX),20,54,"AA Batteries (4-pack),iPhone"
318636,Google Phone,1,600.0,2019-12-24 11:56:00,"156 Madison St, Los Angeles, CA 90001",12,600.0, Los Angeles (CA),11,56,"AAA Batteries (4-pack),Google Phone"
318655,ThinkPad Laptop,1,999.99,2019-12-28 15:43:00,"234 12th St, San Francisco, CA 94016",12,999.99, San Francisco (CA),15,43,"Wired Headphones,ThinkPad Laptop"
318674,AA Batteries (4-pack),1,3.84,2019-12-21 19:50:00,"29 Forest St, Dallas, TX 75001",12,3.84, Dallas (TX),19,50,"AAA Batteries (4-pack),AA Batteries (4-pack)"
318682,Bose SoundSport Headphones,2,99.99,2019-12-18 17:23:00,"266 Cedar St, Los Angeles, CA 90001",12,199.98, Los Angeles (CA),17,23,"Vareebadd Phone,Bose SoundSport Headphones"
318685,Wired Headphones,1,11.99,2019-12-23 04:41:00,"561 Spruce St, Austin, TX 73301",12,11.99, Austin (TX),4,41,"AAA Batteries (4-pack),Wired Headphones"
318704,Lightning Charging Cable,1,14.95,2019-12-16 20:41:00,"96 1st St, San Francisco, CA 94016",12,14.95, San Francisco (CA),20,41,"iPhone,Lightning Charging Cable"
318751,ThinkPad Laptop,1,999.99,2019-12-09 13:32:00,"704 6th St, Seattle, WA 98101",12,999.99, Seattle (WA),13,32,"AAA Batteries (4-pack),ThinkPad Laptop"
318790,Bose SoundSport Headphones,1,99.99,2019-12-19 11:23:00,"407 Cherry St, Portland, OR 97035",12,99.99, Portland (OR),11,23,"Apple Airpods Headphones,Bose SoundSport Headphones"
318794,AA Batteries (4-pack),1,3.84,2019-12-13 09:46:00,"146 12th St, San Francisco, CA 94016",12,3.84, San Francisco (CA),9,46,"Bose SoundSport Headphones,AA Batteries (4-pack)"
318854,AA Batteries (4-pack),1,3.84,2019-12-08 14:07:00,"744 Willow St, Los Angeles, CA 90001",12,3.84, Los Angeles (CA),14,7,"Lightning Charging Cable,AA Batteries (4-pack)"
318872,iPhone,1,700.0,2019-12-28 00:14:00,"22 Ridge St, Boston, MA 02215",12,700.0, Boston (MA),0,14,"AA Batteries (4-pack),iPhone"
318902,Wired Headphones,1,11.99,2019-12-14 12:16:00,"837 5th St, San Francisco, CA 94016",12,11.99, San Francisco (CA),12,16,"Google Phone,Wired Headphones"
318919,27in 4K Gaming Monitor,1,389.99,2019-12-27 15:36:00,"629 Adams St, Portland, OR 97035",12,389.99, Portland (OR),15,36,"Macbook Pro Laptop,27in 4K Gaming Monitor"
318964,USB-C Charging Cable,1,11.95,2019-12-09 08:38:00,"933 Washington St, Portland, ME 04101",12,11.95, Portland (ME),8,38,"Bose SoundSport Headphones,USB-C Charging Cable"
318965,Lightning Charging Cable,1,14.95,2019-12-27 21:29:00,"734 5th St, Boston, MA 02215",12,14.95, Boston (MA),21,29,"iPhone,Lightning Charging Cable"
319032,Wired Headphones,1,11.99,2019-12-05 18:19:00,"751 Meadow St, Dallas, TX 75001",12,11.99, Dallas (TX),18,19,"iPhone,Wired Headphones"
319045,AAA Batteries (4-pack),1,2.99,2019-12-22 21:52:00,"317 Park St, San Francisco, CA 94016",12,2.99, San Francisco (CA),21,52,"Flatscreen TV,AAA Batteries (4-pack)"
319095,USB-C Charging Cable,1,11.95,2019-12-20 14:07:00,"116 Adams St, Atlanta, GA 30301",12,11.95, Atlanta (GA),14,7,"Google Phone,USB-C Charging Cable"
319239,Wired Headphones,1,11.99,2019-12-23 13:59:00,"42 Hill St, Los Angeles, CA 90001",12,11.99, Los Angeles (CA),13,59,"iPhone,Wired Headphones"
319261,Bose SoundSport Headphones,1,99.99,2019-12-31 08:48:00,"845 Lincoln St, Los Angeles, CA 90001",12,99.99, Los Angeles (CA),8,48,"Google Phone,Bose SoundSport Headphones"
319266,Lightning Charging Cable,1,14.95,2019-12-04 15:36:00,"661 Meadow St, Seattle, WA 98101",12,14.95, Seattle (WA),15,36,"iPhone,Lightning Charging Cable"
319276,Bose SoundSport Headphones,1,99.99,2019-12-12 07:13:00,"385 West St, Atlanta, GA 30301",12,99.99, Atlanta (GA),7,13,"USB-C Charging Cable,Bose SoundSport Headphones"
319277,Lightning Charging Cable,1,14.95,2019-12-29 16:24:00,"646 Forest St, Los Angeles, CA 90001",12,14.95, Los Angeles (CA),16,24,"USB-C Charging Cable,Lightning Charging Cable"
319282,Bose SoundSport Headphones,1,99.99,2019-12-05 13:59:00,"767 Jackson St, Portland, ME 04101",12,99.99, Portland (ME),13,59,"27in 4K Gaming Monitor,Bose SoundSport Headphones"
319301,USB-C Charging Cable,1,11.95,2019-12-12 09:48:00,"129 South St, Boston, MA 02215",12,11.95, Boston (MA),9,48,"Vareebadd Phone,USB-C Charging Cable"
319313,USB-C Charging Cable,1,11.95,2019-12-01 19:46:00,"683 Spruce St, Portland, ME 04101",12,11.95, Portland (ME),19,46,"Google Phone,USB-C Charging Cable"
319316,AAA Batteries (4-pack),1,2.99,2019-12-25 16:53:00,"535 Madison St, Dallas, TX 75001",12,2.99, Dallas (TX),16,53,"Apple Airpods Headphones,AAA Batteries (4-pack)"
319337,USB-C Charging Cable,1,11.95,2019-12-29 15:12:00,"835 Main St, San Francisco, CA 94016",12,11.95, San Francisco (CA),15,12,"Vareebadd Phone,USB-C Charging Cable"
319359,Wired Headphones,1,11.99,2019-12-08 11:48:00,"988 14th St, Los Angeles, CA 90001",12,11.99, Los Angeles (CA),11,48,"Google Phone,Wired Headphones"
319447,Wired Headphones,1,11.99,2019-12-29 20:18:00,"114 Lincoln St, San Francisco, CA 94016",12,11.99, San Francisco (CA),20,18,"Google Phone,Wired Headphones"
319514,Wired Headphones,1,11.99,2019-12-22 16:22:00,"588 Spruce St, Atlanta, GA 30301",12,11.99, Atlanta (GA),16,22,"AAA Batteries (4-pack),Wired Headphones"
319533,AAA Batteries (4-pack),3,2.99,2019-12-20 22:46:00,"851 5th St, Seattle, WA 98101",12,8.97, Seattle (WA),22,46,"27in FHD Monitor,AAA Batteries (4-pack)"
319536,Wired Headphones,1,11.99,2019-12-16 09:59:00,"346 Elm St, Seattle, WA 98101",12,11.99, Seattle (WA),9,59,"Macbook Pro Laptop,Wired Headphones"
